repo,path,file,ext,code_length,comment_length,number_of_comments,total_smiley_faces,frown,smiley_1,smiley_2,smiley_3,smiley_4,smiley_5,smiley_6,smiley_7
linux,/arch/powerpc/platforms/cell/,cbe_regs.c,.c,5856,790,8,0,0,0,0,0,0,0,0,0
linux,/arch/score/mm/,tlb-score.c,.c,4110,1332,9,0,0,0,0,0,0,0,0,0
linux,/arch/mips/ar7/,time.c,.c,401,879,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,celleb_pci.c,.c,10989,1141,7,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/,board-magicpanelr2.c,.c,6196,4725,79,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,celleb_scc_uhc.c,.c,1509,989,5,0,0,0,0,0,0,0,0,0
linux,/arch/mips/ath79/,clock.c,.c,12965,463,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,celleb_setup.c,.c,4582,1402,9,0,0,0,0,0,0,0,0,0
linux,/arch/mips/ath79/,common.c,.c,2303,553,3,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,interrupt.c,.c,8217,2427,25,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/,board-shmin.c,.c,577,134,3,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,qpace_setup.c,.c,2645,833,4,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,setup.c,.c,5298,1131,11,0,0,0,0,0,0,0,0,0
linux,/arch/mips/ath79/,dev-common.c,.c,2146,439,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_base.c,.c,17223,3256,28,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-ecovec24/,setup.c,.c,31302,3207,97,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_callbacks.c,.c,1260,868,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-highlander/,irq-r7780mp.c,.c,1367,526,12,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-highlander/,irq-r7780rp.c,.c,1071,487,7,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_manage.c,.c,11620,1599,13,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_notify.c,.c,1211,812,1,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_priv1_mmio.c,.c,3915,826,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-highlander/,pinmux-r7785rp.c,.c,327,218,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/cell/,spu_syscalls.c,.c,2734,1012,5,0,0,0,0,0,0,0,0,0
linux,/arch/mips/ath79/,dev-usb.c,.c,5555,591,4,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,mpic_timer.c,.c,11730,2034,28,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,mpic_u3msi.c,.c,4139,1214,4,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,msi_bitmap.c,.c,4952,1635,23,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,mv64x60_dev.c,.c,10560,978,19,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,mv64x60_pci.c,.c,3572,721,10,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-landisk/,irq.c,.c,993,602,13,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,mv64x60_pic.c,.c,7290,967,9,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-lboxre2/,irq.c,.c,345,327,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,ppc4xx_cpm.c,.c,5406,2311,19,0,0,0,0,0,0,0,0,0
linux,/arch/mips/lasat/,prom.c,.c,2607,185,7,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,ppc4xx_gpio.c,.c,4041,1248,11,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-microdev/,io.c,.c,2111,1936,28,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,ppc4xx_msi.c,.c,6361,1058,7,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,ppc4xx_pci.c,.c,50211,10239,186,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/qe_lib/,qe.c,.c,12662,4826,47,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/qe_lib/,qe_ic.c,.c,9946,1521,13,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-rsk/,devices-rsk7203.c,.c,2799,380,5,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/qe_lib/,qe_io.c,.c,4606,879,14,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/qe_lib/,ucc.c,.c,4395,1131,7,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-rsk/,devices-rsk7264.c,.c,1158,253,1,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/qe_lib/,ucc_slow.c,.c,8056,1847,39,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-sdk7780/,setup.c,.c,2056,408,6,0,0,0,0,0,0,0,0,0
linux,/arch/mips/lib/,bitops.c,.c,2786,1685,8,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,scom.c,.c,4356,1200,3,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-sdk7786/,irq.c,.c,681,393,4,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,tsi108_pci.c,.c,9252,2052,23,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,udbg_memcons.c,.c,1599,804,1,0,0,0,0,0,0,0,0,0
linux,/arch/mips/lib/,delay.c,.c,751,755,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/xics/,icp-native.c,.c,5591,1304,11,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/xics/,ics-opal.c,.c,5085,886,13,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-se/7206/,setup.c,.c,1820,194,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/xics/,ics-rtas.c,.c,5177,796,12,0,0,0,0,0,0,0,0,0
linux,/arch/mips/lib/,iomap-pci.c,.c,1028,300,2,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,xilinx_intc.c,.c,5185,2543,35,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-se/770x/,irq.c,.c,1720,592,20,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/sysdev/,xilinx_pci.c,.c,2172,1443,11,0,0,0,0,0,0,0,0,0
linux,/arch/s390/appldata/,appldata_net_sum.c,.c,2690,1490,20,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/,machvec.c,.c,2129,821,6,0,0,0,0,0,0,0,0,0
linux,/arch/s390/hypfs/,hypfs_vm.c,.c,6115,601,16,0,0,0,0,0,0,0,0,0
linux,/arch/s390/hypfs/,inode.c,.c,11524,1105,13,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/,process_64.c,.c,11344,2424,21,0,0,0,0,0,0,0,0,0
linux,/arch/mips/lib/,ucmpdi2.c,.c,503,0,0,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/,sh_ksyms_32.c,.c,2732,25,1,0,0,0,0,0,0,0,0,0
linux,/arch/s390/kernel/,diag.c,.c,1236,328,4,0,0,0,0,0,0,0,0,0
linux,/arch/sh/lib/,ashrdi3.c,.c,470,25,1,0,0,0,0,0,0,0,0,0
linux,/arch/mips/loongson/common/,bonito-irq.c,.c,872,537,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/boards/mach-x3proto/,setup.c,.c,5222,671,10,0,0,0,0,0,0,0,0,0
linux,/arch/sh/cchips/hd6446x/,hd64461.c,.c,2479,153,3,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/dma/,dma-g2.c,.c,4069,653,16,0,0,0,0,0,0,0,0,0
linux,/arch/mips/loongson/common/cs5536/,cs5536_ehci.c,.c,3704,467,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,cache-sh2.c,.c,2045,242,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,cache-sh2a.c,.c,3946,737,11,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/dma/,dma-sh.c,.c,6918,2066,14,0,0,0,0,0,0,0,0,0
linux,/arch/mips/loongson/common/cs5536/,cs5536_ide.c,.c,4491,466,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/dma/,dma-sysfs.c,.c,4017,294,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,fixups-se7751.c,.c,2432,1639,29,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,fixups-sh03.c,.c,778,36,3,0,0,0,0,0,0,0,0,0
linux,/arch/mips/loongson/common/cs5536/,cs5536_mfgpt.c,.c,3038,2424,20,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,fixups-snapgear.c,.c,606,466,7,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,ops-dreamcast.c,.c,1290,1339,3,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,nommu.c,.c,1463,218,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,tlb-pteaex.c,.c,1607,1140,14,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,tlb-sh3.c,.c,1465,750,13,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,pci-sh5.c,.c,4230,1637,20,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,pci-sh7780.c,.c,9424,1861,29,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/pci/,pcie-sh7786.c,.c,11562,2573,35,0,0,0,0,0,0,0,0,0
linux,/arch/sh/drivers/,push-switch.c,.c,2915,276,2,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,asm-offsets.c,.c,2262,680,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/,asm-offsets.c,.c,2323,339,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,adc.c,.c,543,126,1,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,compat_signal.c,.c,5591,1947,18,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,clock-cpg.c,.c,1433,155,3,0,0,0,0,0,0,0,0,0
linux,/arch/mips/pci/,fixup-pmcmsp.c,.c,2922,4904,107,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,clock.c,.c,542,598,3,0,0,0,0,0,0,0,0,0
linux,/arch/openrisc/kernel/,module.c,.c,1259,699,3,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,fpu.c,.c,1492,160,4,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/irq/,imask.c,.c,1727,199,3,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,irq.c,.c,4841,3383,27,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/irq/,intc-sh5.c,.c,3815,1511,32,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,pfc.c,.c,410,549,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/,proc.c,.c,3793,305,5,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2/,clock-sh7619.c,.c,1481,368,1,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,pci-dma.c,.c,14331,3510,21,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2/,probe.c,.c,552,325,2,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2/,setup-sh7619.c,.c,5480,430,12,0,0,0,0,0,0,0,0,0
linux,/arch/openrisc/kernel/,ptrace.c,.c,3309,1875,13,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,pci_gx.c,.c,30784,12392,109,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,clock-sh7264.c,.c,3298,598,17,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,setup.c,.c,36837,12141,117,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,pinmux-sh7203.c,.c,446,234,1,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,single_step.c,.c,14933,7013,47,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,pinmux-sh7264.c,.c,446,253,1,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,pinmux-sh7269.c,.c,446,289,1,0,0,0,0,0,0,0,0,0
linux,/arch/openrisc/kernel/,sys_call_table.c,.c,238,574,1,0,0,0,0,0,0,0,0,0
linux,/arch/openrisc/kernel/,time.c,.c,2635,1980,11,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,probe.c,.c,1284,583,3,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,setup-mxg.c,.c,6185,414,20,0,0,0,0,0,0,0,0,0
linux,/arch/sh/kernel/cpu/sh2a/,setup-sh7203.c,.c,11335,641,29,0,0,0,0,0,0,0,0,0
linux,/arch/tile/kernel/,tile-desc_32.c,.c,108263,4275,302,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,tlb-urb.c,.c,1081,954,8,0,0,0,0,0,0,0,0,0
linux,/arch/openrisc/mm/,fault.c,.c,4115,4801,31,0,0,0,0,0,0,0,0,0
linux,/arch/sh/mm/,tlbex_64.c,.c,2437,2372,7,0,0,0,0,0,0,0,0,0
linux,/arch/tile/lib/,cacheflush.c,.c,1707,4092,15,0,0,0,0,0,0,0,0,0
linux,/arch/sh/oprofile/,backtrace.c,.c,1431,661,6,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/boot/,piggyback.c,.c,4110,2561,20,0,0,0,0,0,0,0,0,0
linux,/arch/tile/lib/,cpumask.c,.c,727,679,2,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/crypto/,camellia_glue.c,.c,8836,137,1,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/crypto/,sha1_glue.c,.c,4039,550,7,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,btext.c,.c,31500,375,5,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/hpux/,ioctl.c,.c,714,1092,3,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,compat_audit.c,.c,689,0,0,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,devices.c,.c,2591,582,5,1,0,0,0,0,0,0,0,1
linux,/arch/sparc/kernel/,dma.c,.c,255,0,0,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,ebus.c,.c,5755,188,4,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,asm-offsets.c,.c,14747,1719,5,0,0,0,0,0,0,0,0,0
linux,/arch/tile/mm/,hugetlbpage.c,.c,7982,1875,13,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,iommu.c,.c,18933,2274,36,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,audit.c,.c,1899,0,0,0,0,0,0,0,0,0,0,0
linux,/arch/tile/mm/,mmap.c,.c,1429,1066,5,0,0,0,0,0,0,0,0,0
linux,/arch/tile/mm/,pgtable.c,.c,10626,5650,42,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,irq_32.c,.c,5536,3229,16,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,leon_pci.c,.c,3096,1382,14,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,cache.c,.c,12965,2560,20,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,leon_pci_grpci2.c,.c,18642,5702,102,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,leon_pmc.c,.c,1114,1026,11,0,0,0,0,0,0,0,0,0
linux,/arch/x86/crypto/,crct10dif-pclmul_glue.c,.c,2856,1033,2,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,mdesc.c,.c,20397,854,8,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,firmware.c,.c,26490,16066,80,1,1,1,0,0,0,0,0,0
linux,/arch/sparc/kernel/,module.c,.c,4760,436,10,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,of_device_32.c,.c,8084,932,19,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,of_device_64.c,.c,13028,3089,32,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,ftrace.c,.c,3098,1206,14,0,0,0,0,0,0,0,0,0
linux,/arch/x86/crypto/,sha512_ssse3_glue.c,.c,7036,1348,10,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,pci_sabre.c,.c,16544,3944,112,0,0,0,0,0,0,0,0,0
linux,/arch/x86/crypto/,twofish_avx_glue.c,.c,15132,983,2,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,pcic.c,.c,17771,6668,86,2,0,1,1,0,0,0,0,0
linux,/arch/sparc/kernel/,pcr.c,.c,5531,861,7,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,inventory.c,.c,10887,5323,54,0,0,0,0,0,0,0,0,0
linux,/arch/x86/ia32/,ia32_signal.c,.c,10977,1957,29,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,perf_event.c,.c,38702,7036,35,0,0,0,0,0,0,0,0,0
linux,/arch/x86/ia32/,sys_ia32.c,.c,5722,1314,5,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,power.c,.c,1374,149,2,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,module.c,.c,20425,5180,94,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,process_32.c,.c,10151,2853,29,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/acpi/,cstate.c,.c,3620,1343,12,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,process_64.c,.c,17456,1588,18,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,pa7300lc.c,.c,898,189,3,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/acpi/,sleep.c,.c,3013,870,7,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,prom_64.c,.c,12443,2382,16,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,prom_common.c,.c,2805,855,3,0,0,0,0,0,0,0,0,0
linux,/arch/sparc/kernel/,prom_irqtrans.c,.c,19327,2471,25,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,apb_timer.c,.c,8120,3187,25,0,0,0,0,0,0,0,0,0
linux,/arch/parisc/kernel/,pdc_cons.c,.c,5063,2770,13,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,harddog_kern.c,.c,4189,291,4,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/apic/,bigsmp_32.c,.c,5060,538,7,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,harddog_user.c,.c,2293,141,2,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/apic/,io_apic.c,.c,75132,20419,182,2,0,0,0,0,0,0,2,0
linux,/arch/um/drivers/,mconsole_user.c,.c,4664,659,6,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/apic/,probe_64.c,.c,1187,385,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,mmapper_kern.c,.c,2431,451,4,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,net_user.c,.c,5103,212,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,null.c,.c,811,151,2,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,asm-offsets.c,.c,1984,169,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,pcap_kern.c,.c,2482,102,1,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,audit_64.c,.c,1870,0,0,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/lib/,checksum_wrappers_64.c,.c,1525,843,3,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,bugs.c,.c,1112,997,5,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,intel.c,.c,17480,4442,56,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,stderr_console.c,.c,857,806,5,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,stdio_console.c,.c,4442,414,6,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/lib/,code-patching.c,.c,10078,2968,61,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,match.c,.c,709,913,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,ubd_user.c,.c,999,150,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,umcast_kern.c,.c,4257,450,1,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/lib/,devres.c,.c,521,631,5,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/mcheck/,mce.c,.c,41900,16582,149,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,umcast_user.c,.c,4061,598,5,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,vde_user.c,.c,2306,88,1,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/mcheck/,p5.c,.c,1219,432,9,0,0,0,0,0,0,0,0,0
linux,/arch/um/drivers/,xterm.c,.c,4550,466,4,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,early_printk.c,.c,559,249,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,exec.c,.c,1096,101,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,initrd.c,.c,1480,235,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,irq.c,.c,7198,4229,12,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/83xx/,mpc837x_rdb.c,.c,1389,728,4,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,maccess.c,.c,385,249,1,0,0,0,0,0,0,0,0,0
linux,/arch/x86/lib/,usercopy.c,.c,424,401,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,mem.c,.c,6017,963,16,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/85xx/,bsc913x_rdb.c,.c,1108,484,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,process.c,.c,7364,1292,14,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,ptrace.c,.c,3519,769,13,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,errors.c,.c,11576,6103,70,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,sigio.c,.c,758,234,3,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,fpu_entry.c,.c,16570,5801,100,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,signal.c,.c,2416,789,10,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,fpu_trig.c,.c,30552,7943,162,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/skas/,process.c,.c,1434,101,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,smp.c,.c,4501,352,5,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,poly_atan.c,.c,4541,1758,19,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/85xx/,ksi8560.c,.c,4220,644,14,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,syscall.c,.c,551,101,1,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,poly_l2.c,.c,4904,2262,19,0,0,0,0,0,0,0,0,0
linux,/arch/um/kernel/,trap.c,.c,6507,1372,9,0,0,0,0,0,0,0,0,0
linux,/arch/x86/math-emu/,reg_convert.c,.c,475,1126,7,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/,aio.c,.c,7973,1293,7,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/85xx/,mpc85xx_rdb.c,.c,8782,691,5,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/drivers/,ethertap_user.c,.c,5706,278,1,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,dump_pagetables.c,.c,8457,1599,21,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/drivers/,tuntap_kern.c,.c,1885,101,1,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/drivers/,tuntap_user.c,.c,4642,102,1,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/85xx/,p1010rdb.c,.c,1598,419,3,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/,elf_aux.c,.c,1362,596,5,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/,file.c,.c,10017,459,15,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,iomap_32.c,.c,1963,1386,5,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/,process.c,.c,5374,552,4,0,0,0,0,0,0,0,0,0
linux,/arch/um/os-Linux/,registers.c,.c,954,196,2,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,ioremap.c,.c,11844,3452,26,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,kmmio.c,.c,9714,6055,38,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/mtrr/,cleanup.c,.c,21516,3575,54,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,memtest.c,.c,2952,96,3,1,0,0,0,0,0,0,0,1
linux,/arch/x86/mm/,mmio-mod.c,.c,9633,2409,19,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/mtrr/,if.c,.c,9820,262,13,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,numa_32.c,.c,1895,1403,2,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,perf_event.c,.c,40097,9565,103,0,0,0,0,0,0,0,0,0
linux,/arch/powerpc/platforms/85xx/,smp.c,.c,8339,2299,19,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,perf_event_intel.c,.c,56424,15896,301,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,perf_event_knc.c,.c,6982,1117,48,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,proc.c,.c,3869,60,2,0,0,0,0,0,0,0,0,0
linux,/arch/x86/mm/,tlb.c,.c,6147,2466,11,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/cpu/,rdrand.c,.c,617,1045,3,0,0,0,0,0,0,0,0,0
linux,/arch/x86/oprofile/,nmi_int.c,.c,15142,2044,27,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,crash.c,.c,1894,1253,10,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,devicetree.c,.c,7415,416,4,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,dumpstack_32.c,.c,3299,295,5,0,0,0,0,0,0,0,0,0
linux,/arch/x86/kernel/,early-quirks.c,.c,10012,2822,21,0,0,0,0,0,0,0,0,0
