repository,num files,"__num__",",",")","(",";","__hex__","*",".","=","__str__","}","{","/",":","__rightarrow__","#","[","]","<","__char__"
all,87085,0.03212965038782262,0.04538032694384189,0.049768609453165476,0.0496148383431934,0.033306889612141455,0.0023822803846409147,0.028447157171207858,0.04434341346940719,0.0256558499096029,0.025482370250100375,0.017062557711219884,0.01693840501087145,0.010420699906403888,0.016234052179616345,0.009722701631977169,0.009350289433774448,0.006649248174049817,0.006658361851172389,0.010969192953457711,0.015681584746941243
